Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,sentiment,sentiment_label,processed_text
109851,B007PA30ZU,A2GLAS20ZF64VR,"Donna L. Seremet ""dedeone""",0,0,5,1344470400,My go to brew when I need a kick in the am,"If you like good bold coffee to get you moving, look no further.  A bit smoother than Green Mountain's Double Black Diamond but stronger and more complex than both Nantucket Blend and Newman's Own Bold, it is full bodied even when brewed on the 14 oz setting.  It is my first cup, make that mug, in the morning as I sit in my sunroom and watch the fox make tracks into the woods and the finches and cardinals arrive at the bird feeder.  It's coffee to greet the sunrise and help you face the day ahead.",2,positive,Like good bold coffee get move look no bit smoother green mountain double black diamond stronger complex nantucket blend newman bold full body even brew oz set first cup make mug morning sit sunroom watch fox make track wood inch cardinal arrive bird feeder coffee greet sunrise help face day ahead
133903,B000P0VRW0,AUT7LUDIQ948Q,reviewer,0,0,5,1331769600,Great Gift,"Since moving to the Northwest, we wanted gifts for friends and families that reflect our new lifestyle.  The trio of smoked salmon is perfect.  I keep some around for visitors also.  It doesn't have to be refrigerated, the salmon is very good, and the 3 pack makes it great for a couple of visitors or open more than one box for a crowd.  Put out some cream cheese, crackers and the fish and you are the best hostess in town.  Be sure to pat the fish with paper towels before serving or it is very wet.",2,positive,Since move northwest want gift friend family reflect new lifestyle trio smoke salmon perfect keep around visitor also not refrigerated salmon very good pack make great couple visitor open one box crowd put cream cheese cracker fish best hostess town sure pat fish paper tower serve very wet
184373,B005GGAHNI,A4VC42TWTL9HH,S. Dunson,0,0,5,1346371200,A nice change,"If you are a fan of miracle noodles, you will love this added alternative to standard noodles out there.  You cannot beat the amount of fiber you're getting without a ton of calories!!",2,positive,Fan miracle noodle love add alternative standard noodle can not beat amount fiber get without ton calorie
513608,B000VK33C6,A1L5O29P9RLQKF,Dan,3,9,2,1282521600,"Don't be fooled,","This food is organic, sure.  However, look at the ingredients, top 7 includes chicken meal.  Never feed your pet anything with chicken meal or chicken by product.  It's a cheap substitute, and really is bad for the dog.  I suggest a brand like Evo, Blue Buffalo, ect.  No ingredient should be meal or by product.",0,negative,Food organic sure however look ingredient top include chicken meal never fee pet anything chicken meal chicken product cheap substitute really bad dog suggest brand like evo blue buffalo ect no ingredient meal product
109588,B000CMDRWO,AQ199K2VRKFVC,Taargus,0,0,3,1341964800,only good for some extreme health freak,"Yes, these are healthy, but please do yourself a favor and at least buy the ones that are salted.  These are dry and taste like what I would think dry leaves and acorns would...I'm just not bold enough to actually eat that.  Even better, get the salted edamame 12 pack.  theyre just as if not more healthy, just as cheap, and taste hella better than freaking soy nuts",1,neutral,Yes healthy please favor least buy one salt dry taste like would think dry leaf acorn would not bold enough actually eat even well get salted damage pack theyre not healthy cheap taste della well break soy nut
268088,B001E6GFR6,A29WDEQ4FZXVYW,"RG ""rohit""",0,0,5,1305849600,i just like it,I like it... its my everyday snack and being cheaper on amazon makes it easier for me to order and have it one a day.,2,positive,Like everyday snack cheap amazon make easy order one day
341594,B001RVFEP2,A3CJYR9MUXMVFM,Fashionable RN,0,0,5,1264464000,Yummo!,This is a great tasting product for 100calories and you actually get quite a few chips in the bag. Salt and vinegar are my favorites. The plain taste like Munchos. Will definitely buy again!,2,positive,Great taste product calorie actually get quite chip bag salt vinegar favorites plain taste like punch definitely buy
503075,B0092VQC3W,A3AMNY44OP8AOU,Jennifer Lee,0,0,5,1349222400,Amazingly like just amaretto!,"This matcha is amazing. There's a slight grassy vegetal flavor from the matcha, but it's really mostly amaretto without the alcohol burn and without all the sugar. Absolutely fabulous. If you like amaretto, you've got to try this!  All the deliciousness of amaretto without any of the negative effects from alcohol.  Think of all the ways you can use this!",2,positive,Match amaze slight grassy vegetable flavor match really mostly amaretto without alcohol burn without sugar absolutely fabulous like amaretto get try deliciousness amaretto without negative effect alcohol think way use
35478,B000WSHV1Q,A23057CI1DSJXN,Fred Anderson,0,0,5,1304899200,The BEST Cat Treats,"Nothing compares to these cat treats.  They are real chicken, and cats absolutely love them.  The jar seems expensive, but it will last a long time.  These are definitely worth it for the cats in your life who give you so much unconditional love!",2,positive,Nothing compare cat treat real chicken cat absolutely love jar seem expensive last long time definitely worth cat life give much unconditional love
302311,B007P2O88G,A2VIQLU57RMFGG,"Bryan C ""Alibryan""",1,1,1,1347667200,MEH,"Here is my review; I have tried many Jerkys and am always looking for new ones that could be my new favorite flavor. The Red Hot Lime and Chile isn't one of them. However, their Jim Beam Glazed Beef Strips are to die for. Go figure.",0,negative,Review try many jerk always look new one could new favorite flavor red hot lime chile not one however jim beam glaze beef strip die go figure
436579,B001PNYKSE,AFX89PX860WTO,sailorgrl20,3,3,1,1274054400,Don't waste your $$,"I purchased this oil as I was thrilled that a local grocer actually carried it.  It was a 20.00 bottle.  What a waste of money.  There is so little truffle flavor that you end up using way more than what is normal.  Now, someone who hasn't been in the kitchen for too long might think that this is ""wonderful"" but no..Don't buy..End of story",0,negative,Purchase oil thrill local grocer actually carry bottle waste money little shuffle flavor end use way normal someone not kitchen too long might think wonderful no not buy end story
515489,B007RJE6M0,A7SK7TU79ZXE5,Pentamom,0,0,5,1346803200,Cat loved it,"Canned cat food is much healthier than dry. Grain free cat food is much healthier than one with grains. My cat hates food with ""chunks"" so this nice smooth pate suits her fine. Great food!",2,positive,Can cat food much healthy dry grain free cat food much healthy one grain cat hate food chunk nice smooth page suit fine great food
83052,B007TGDXNO,ANKYPDAVE51TA,Thea Joselow,2,2,5,1322956800,Excellent.,"This is some of the best coffee of any kind that I've had in years. I don't write a lot of reviews, but had to give these folks credit for an excellent product. I like very strong coffee and San Francisco Bay French Roast delivers - rich flavor, delightful aroma... yes, due to the unique pod design (which works perfectly with my Keurig brewer) you have to store them in an airtight manner, but it's totally worth it. The only improvement I'd suggest is making their shipping bags - which have a valve like on a regular bag of coffee - zip-top, so I can use them without a rubber band after opening. But I expect that my have price implications, and I prefer the lower price over a better bag.",2,positive,Best coffee kind year not write lot review give folk credit excellent product like very strong coffee san francisco bay french roast delivers rich flavor delightful aroma yes due unique pod design work perfectly keirin brewer store alright manner totally worth improvement would suggest make ship bag valve like regular bag coffee zip top use without rubber band open expect price implication prefer low price well bag
